state,state_abbrev,location,longitude,latitude,date,summary
Michigan,MI,Oceana County,-86.2895052,43.643476,,"My encounter happened in February 2009. In November 2008, I broke my arm and was basically stranded at home. I was unable to drive or work and was going stark, raving mad with boredom. My best friend would drive the 35 miles north from Muskegon, to pick me up in Shelby; just to take me back to Muskegon, for a visit at her home. She’d take me to dinner or out to see a movie, only to deliver me home to Shelby, after whichever activity. It was truly a selfless act of love.

One night, she was driving me home. It was very late, well after 11 pm. We were on US-31 Northbound, around the Rothbury area of Oceana County, on the expressway. Being February, in Michigan, the roads were naturally snowy, with scattered patches of ice and bare pavement. There was a small pickup truck in front of us, about 5 car lengths ahead of her car, when all of a sudden, we saw something on 2 legs dart out from the left, just in front of an overpass. It ran across the 2 lane highway and hit the back of the small pickup in the rear quarter-panel, causing the pickup to fishtail. Luckily, the driver of the small pickup regained control but they didn’t stop to see what collided with their truck. If anything, it seemed to pick-up speed and get the heck out of there. My friend and I watched in utter astonishment as the creature finished running to the right and disappeared into the weeds and trees along the highway. It didn’t even break stride after it hit the truck. We looked at one another, sat in silence for a moment, and then I said, “Did you see….?” She said, “Yea. I saw it….”

We finished the ride to my house in silence; both lost in our thoughts. It looked like a giant dog or wolf. It was on its hind legs; not all 4’s and it was at least 7 feet tall. It had pointed ears, a kind of mane around its neck ( much like a lion’s mane), was dark in color, and its hind legs looked like a dog’s, which was even more pronounced, as it was running only on its hind legs. It’s front legs were freely swinging as it ran and it seemed to have its mouth slightly open. It had an elongated face, very much like a collie face and a long nose protruding from its face. Its face was covered by longish hair. The entire creature seemed to be covered in long hair but I can’t recall if it had a tail. Something tells me it did but I can’t recall for certain, so I don’t want to say it did, when in fact, I’m not sure. We thought perhaps it may have been one of the Michigan Dogmen that are said to be in our area. Being a former Native American area, we have heard the stories but never met anyone that had a first-hand encounter. It was always someone who knew someone who knew someone who saw something. But now, my best friend and I definitely saw it. We had a first-hand experience. Our encounter was brief and over in a matter of mere moments but it was front and center of us and we saw it clear as a bell."
Michigan,MI,Oceana County,-86.2895052,43.643476,,"January 2016 - I encountered a bipedal wolf-like creature, here in western Michigan and it's got me spooked. I was out shoveling snow, as it's common here in my state. My encounter happened in a place just south of Rothbury, Michigan. I decided to take a walk in my family's woods, one day. That's when my life changed forever! My family owns 270 acres of land, here in the town/city of Montague, Mi. I ventured out into those woods, as I've done many times (100's of them). The walk started as any one would. I started to follow the creek south, to check for deer stands, on our property. The walk went as planned, until I got about 300 yards south of the house. I stopped, to have a cigarette. My eyes started to wander, as I scoped for deer or coyote. As I gazed back and forth, I noticed this figure and froze. I literally froze! This thing made eye contact with me and then stood up. It was hairy, had very broad shoulders, and amber colored eyes. It let out a growl unlike any other I've heard. This wolf, as I call it, made two leaps and was gone. The most surprising thing about this encounter was how silent the woods were, up to when I had my encounter. So that you know, your episode 80 is what made me want to talk about this."
Michigan,MI,Reed City,-85.5100498,43.8750174,,I was going to work in september 1995 and saw a 7 foot tall 375 lb creture run across us 10 near reed city michigan since then ive researched on my own and had another sighting..for more details of my encounters listen to dogman encounters episode 5..Ive since started 2 facebook groups International Dogman And Bigfoot research group and Dogman Believers only..dogman is real.
Michigan,MI,Ironwood,-90.1710081,46.4546698,,"My sighting occurred sometime in the winter of 1992, when I was 10 years old. I have always been an insomniac and would often be up in the middle of the night- This was the case on the night in question. I was in my bedroom looking out the window on the ground-floor of my childhood home. I looked across the street and my eyes landing on something that paralyzed me me with fascination. Leaning against the big tree in my neighbor's yard was a massive gray, bipedal dog or wolf with huge muscular arms sniffing the air. He was just standing there, sniffing the air. The image has been burned into my mind ever since. The way the steam of his breath swirled out of his nose as he craned his neck from side to side, the way the snow stuck to his gray bristling fur, and the way his ears twitched. At first I told myself that it was just a big dog leaning on a tree, I couldn't accept what my brain was screaming to me. There was this crazy feeling I had, I don't know how to explain it, I still feel it when I think or talk about it. It deeply disturbed me and I swear it knew I was watching it through the edge of my curtain. I don't know how I know that, I just do. It never looked directly at me, it had sort of glanced in the direction of my house, but I swear it knew I was watching. It didn't seem to mind. It seemed to be pleased with the the strange mixture of sinking fear, confusion, denial and awe that I was experiencing. Again, I don't know how I know that, I just do. What happened next dispelled all my denial. It sort of swung itself off the tree and instead of dropping down to all fours as one would expect of a huge dog, it remained standing on it's two legs, slightly hunched, and began to walk through the deep snow in the most unnatural way. I don't even know how to describe it other than ""unnatural"". It was just so wrong. The way it walked, for some reason was the most terrifying aspect of this whole encounter to me. It just sort of lumbered off behind the houses across the street and out of sight. I didn't speak of this encounter for nearly 20 years after it happened. I had never heard anyone else speak of it locally in Ironwood, or anywhere else for that matter, and just chalked it up to another one of the absolutely insane things I have seen in my life that I never speak of and make me question my sanity. Then one night, while listening to Ground Zero with Clyde Lewis, he was talking about the ""Michigan Dogman"". My head almost exploded, I couldn't believe it! Other people had seen this thing?! I finally broke my silence and told my wife about it. IT wa ssort of an epiphany I had in that moment. I know longer kept my strange experiences to myself anymore. I told everyone who I felt would be even slightly receptive to the idea of the paranormal about them. In my mind, I imagined how long I kept these strange secrets to myself for fear of being seen as a lunatic and how even I thought I was probably insane, and wondered how many other people are out there walking around with similar experiences and similar self-doubt, just waiting for someone to come along and share the strange tale that allows them to give themselves permission to speak freely about the things they have kept locked inside as I had. It's shocking how many people, once you tell them a story like this, have a story of some high strangeness of their own. I am so happy that this site exists, and people like you are out there telling these strange stories and giving people the opening they need to re-examine the strangeness of their lives and the world in which they live them."
Michigan,MI,Montague,-86.357013,43.4166772,,"Hello, I live here in rural west Michigan in the town of Montague. It is located in northern Muskegon county. I have had 3 different encounters with a wolf like creature. The first encounter took place on or about February 2, 2016 4:38 am. I was shoveling the driveway as it was snowing heavily and needed it cleared for the propane delivery. There are woods all around, but this encounter took place in the woods to the south. As I was about half way done with the shoveling when I heard a splash in the crick, I thought it was a deer I had spooked. So I stopped and started to scan the woods and crick, then all of a sudden this huge and I mean huge wolf like creature leapt into the air and took of with a super sonic burst of speed to the west. It crossed the road and continued west. I heard branches snapping right and left. I stood there absolutely frozen. In total shock and amazement at what I had just seen. The second encounter took place on April 11, 2016 3:15 pm. I was a bit shaken up by the first encounter that this was my first trip back into the woods since. I was walking the property, which consists of about 30 acres of mainly hardwood and creek bottom. I was crossing the crick headed east when I caught something out of the corner of my eye to the south. I was about 30 to 35 yards from what I thought was a black bear. It was tearing profusely at the West Bank of the crick. Then it stood up and I froze. It turned around and stood up on its hind legs, This was at least 71/2 feet tall, I was in the middle of the crick and was absolutely shitting myself. I didn't want to run out of fear it would give chase, and the firearm I had brought didn't stand a chance against this thing. Then all of a sudden it put its nose straight up into the air, and sniffed a couple of times. It looked immediately to the East, looked back at me and with two huge strides took off into the thicket headed east. After it cleared the thicket it jumped into the trees and was leaping from tree top to tree top. and this one had all black fur, that was matted and smelled horrendous. Like rotten guts and sour fruit. The first wolf like creature I saw was a grayish color with a little white in it. They both had pointed ears and a snout, a number of jagged looking teeth, and tails. The second one had much longer claws than the first one did. The third and final encounter came May 2, 2016 9:20 pm. I was collecting some kindling from the wood line south of the house. I had just about finished when I heard a loud snap. I stopped and listened for any movement. I'm on the wood line, not in the woods, I'm to frightened to step foot in them. Then I heard rustling sounds and another snap, this one sounded like a bone, not a branch. The sounds intensify so I click on my flash light. I started to scan the distance, as I get about half way I see glistening eyes yellow in color about 25 yards in front of me. I kept my light on it. It snarled and let out this deep growling sound that literally shook me. I started to back up and again this thing stood up and bent over to pick something up. I kept the light on it. It picked up what is was after, turned around and looked at me like I had interrupted something it was doing, and just walked off into the woods to the south and disappeared. The next day I have my cousin walk out with me to were the creature stood. What we found was the hide, and only the hide of a whitetail deer. I truly believe that the creature I saw was responsible for this. It was skinned like something just gThe creature I saw reminds me of a werewolf. In my 3 encounters the one thing that freaks me out is how eerily silent it got before my encounters. I have since found out that the property has many Indian burial grounds on it. Heavily wooded, with a fresh water crick running through entire property. I used to walk the woods 4 times a week, and since my encounter I have a very hard time walking the wood line let alone the woods themself."
Michigan,MI,Manistee County,-86.3242225,44.2444704,,"I never saw it, but in 1975, I was newly married, about 21 years old, and had a small baby. My sister, who was a teenager, was visiting us. My husband, my sister, and I had all gone to our bedrooms, to settle down and go to sleep. I would say it was around 11 or 12, at night. We were just starting to relax and get sleepy, when out of nowhere, there was this HORRIBLE, LOUD howl/yell. I mean, it was so loud, it made my chest vibrate and my ears hurt. The sound was not human, but had a gutteral human-like sound, mixed with what sounded like a wolf. We were living in a mobile home at the time and it howled just outside our back door, in the hallway, near our bedroom. We jumped out of bed, looked at each other, and both said at the same time, ""What the hell was that?"" My husband was 10 years older than I was and was an avid hunter. He wasn't the kind of guy to scare easily. His face drained of color. My sister came running down the hallway, white as a ghost, and said, ""What was THAT?"" I told her I didn't know. My husband said he was getting his rifle and grabbed it out of the closet. He opened up the back door and yelled out into the wind, ""You better get the $%^$ out of here, or I will blow your head off!"" He listened a moment before I yelled at him to please shut the door. He did and we never heard anymore after that. Needless to say, we stayed up all night, afraid to go to sleep. I have never forgotten that howl. There is no way it was a dog or coyotes (I have heard both howl). It wasn't a guy joking around, either. It was so loud, there is no way a human could have made that sound. I Love your show and am glad to hear I am not the only one who has heard something like this. "
Michigan,MI,Pontiac,-83.2910468,42.6389216,12/6/2017,"Name:
Randy 
Report Title:
Bald Mountain Michigan werewolf house
Dogman Sighting details::
During the years between 1965 to 1974 I lived in Pontiac Mich. I was a teenager at that time many local teens and teens from other surrounding area would go to a area called Bald Mountain. On this property there was a block house with bars on all the windows and steel door. On the door wolf bane was painted local legend was that a man was found in the house with his throat ripped out and that he thought there was a werewolf living in the surrounding woods. I have tried to researching this story but can't find anything I have often wondered if this was the dog man having spent many weekends at this house and having many strange experiences do you have anyone telling you stories about this house sadly the area was blocked off by police to keep people from getting in any help you can give me about area would be appreciated. Thank YOU
Submitted File 1:

Date and time
12/06/2017 1:00 PM "
Michigan,MI,Saginaw County,-84.0167423,43.4044253,,"2009 - I was arriving home, to my apartment, at 11:45 PM, when I felt a presence by the wood line. I saw something looking at me and then finally, I saw these two eyes. It seemed like it was stalking me. I could only see eyes and the shape of its head. I really couldn’t see its body but instantly, I felt fear and went inside my apartment. When I went inside, I started looking through the blinds, just a little bit. I didn’t want to move the blinds that much because I knew he knew where I was, so I didn’t want to move the window blinds. Then, I saw it heading my way. This beast looked like a bodybuilder, with a wolf or dog-like head. Because of its silhouette, this thing must have been 7 to 8 feet tall. It stopped, just for a second, right in front of my window, then it left.
I’ve never feared for my life like I did that night."
Michigan,MI,Washtenaw County,-83.8473015,42.3076493,,"Mid-September 2005, July 20th, 2015, and February 21st, 2017 - I have had 3 different encounters with 3 different creatures. I know what I saw. When I was younger, I saw what looked like a wolf or big German Shepherd, on its hind legs, running through a very thick patch of woods. It only happened for a second but I remember the long muzzle and pointed ears distinctly.

The second encounter was more exciting. It was late at night, after a small barbecue/party, at my uncle’s farm, miles north of Ann Arbor. I was coming out of the barn to get some more food when I heard sticks breaking in the tree line to my right. My first impression was that one of the dogs got outside. So, I went to go see if that was the case. I walked towards the sound and remember hearing the creature flinch because the movement stopped as I approached. I called out for the golden retriever and peered into the trees. The barn had spotlights facing the house and with the white paint job on it, they created a glow that allowed me to see better. About 7 feet off the ground, a long muzzle poked through the trees. Followed by the full-figure of this creature. It was only 20 feet away from me, so I got the full picture. It was tall and lean but very muscular. It had a distinct brown pelt on its body, with blackish fur on its shoulders. It had huge paws for feet, but its hands looked like they had 5 fingers, so they resembled long human hands, except for the fur and claws on them. Its head was the scariest. This thing had a huge set of canines. It looked like it was snarling, but I believe it was trying to smile. I couldn’t make out exactly what its eye color was because of how dark it was, but they pierced into my soul! As the creature came into full view, I remember saying out loud to myself, “Werewolf!” I backed up slowly and the creature stood there, like a proud man standing over a deer he had hunted. It watched me for about 30 seconds, but it felt like 30 minutes. That’s when my father, uncle, cousin, and grandfather all came out of the barn. When I tell you this thing ran, I mean it RAN! It turned around, dropped to all 4’s, and leaped into the forest, making only a slight noise. I told my cousin about it but he didn’t believe me. I knew my father wouldn’t believe me because he doesn’t believe in anything.

4 days ago, in my own backyard, the same type of creature knocked on my window. My curtains were drawn, to give me a view of the woods. I live in the middle of a patch of woods, near a fire road. I wasn’t asleep yet and couldn’t describe what was wrong, but I felt uneasy. I was trying to sleep when I heard a slight scrape at the house wall, below my window. My window is 8 feet off the ground. When I sat up in bed, to see what was going on, I saw the head of what I can only describe as a Werewolf in my window, which is only 10 feet from my bed. I cursed, jumped up, turned on the light and grabbed the survival machete I had in my closet. I turned to see if it was still there and it had disappeared. The next day I went out to see if I could find any tracks or anything that might prove what I saw, but never found a thing. For about a day, I was unsure of myself. Then I heard about your radio show and decided that it I should tell someone who can get the word out about it"
Minnesota,MN,Aitkin County,-93.4536692,46.6185433,,"January 2015 - I’m a city girl, so I don’t know a thing about tracks. Last winter, I was at the cabin and saw prints, in the snow, next to the small creek, near the frozen pond. The prints were a big circle, with 3, smaller circles, above the big circle. I wear a size 7 shoe, but wear a size 8 boot, to provide room, for extra socks. The print was bigger than my boot, which measures 11 inches long. I went home and looked on the internet, to see what kind of print it was. After doing that, I decided it must have been a wolf. After I heard about Dogman, a month or so ago, I checked the Bemidji Wolf Center’s website and discovered that wolf prints only get to be about 5.5 inches long. Since I don’t know anything about tracks, I couldn’t tell if it was a 4 or 2 legged creature, that had left the track. Of course, at the time, the 2 legged possibility was the furthest thing from my mind. I told my friend about the tracks and that I thought they might have been Dogman tracks. Although he was my friend, he said he didn’t believe in Dogman. He did say that a guy we went to high school with, back in the 80‘s, with whom my friend played music, at the time, said he had seen the devil, in the woods, when he was up north, hunting. He said it had red eyes, stood on 2 legs, had a dog head, was huge, and stared at him and then jumped across the gulley he was in like it was nothing.

One thing I forgot to mention is that I had a tough little lhasa apso with me when I saw those tracks. He is usually a fearless dog, but he would not leave my side all that weekend. I couldn’t even get him to go outside the cabin alone, to go to the bathroom. Also, my 300 lb brother is afraid of the cabin and won’t go up there alone. He doesn’t believe in Dogman or Bigfoot, but something about the place creeps him out. I’ve gone up there alone but rarely go outside, after dark. Once in a while, I find myself finishing up in the sauna, after dark and rush back to the cabin, which is about 100 yards away. I use an indoor bucket, instead of the outhouse, in the winter, when the water is turned off. I’m going to make sure that I put curtains up, on all the windows, now that I’ve heard your shows."
Minnesota,MN,Otter Tail County,-95.8935983,46.5189435,,"I'll start off by saying that I have never believed in any of these sort of creatures, but I saw something in early 2009 that really disturbed me and is making me change my mind. I was not under the influence of any drugs, and I have better than average eyesight, and the lighting was nearing sunset, but I was still able to see clearly. So, I'll get this underway and explain my story and maybe someone can shed some light on this for me. I live in Fergus Falls, Minnesota, which is in west central Minnesota, about an hour drive from Fargo, North Dakota. My mother-in-law lives out in the country, about 3-4 miles out of Fergus Falls, and I was staying there while my wife and her mother went shopping in town. They called me, and asked if i wanted to go to a 7PM movie. So, I left the house at about 6:30pm-6:45pm to meet them at the theater. About 2 miles from their house on a country road known as the Wendel Road, along the Mistinka River, I saw 3 white tail deer. 2 of the deer were rather small, probably just yearlings and a larger doe, who I assumed was their mother. Me being an avid hunter, lover of wildlife, and future Wildlife Biologist, stopped to look at the deer. I should also mention that I hunt in the area and have spent my whole life in the Fergus Falls area. The deer were following a small creek bed, which is in fact the Mistinka River, so there were hardly any trees, except for one. Maybe, because I didn't see it there, because of the tree, but I just noticed something crouching behind the tree on my side of the road, looking at the deer, and to my belief, hunting them. It just sat there, looking at the deer, taking no notice of me, even though I was in my truck, no more than 40 yards away, with a clear view, with nothing obstructing my view of it. It had one ""hand"" on the tree that it was bracing itself with. What struck me as shocking was the fact that it seemed to be a 2-legged creature, and not a 4-legged one. Its ""hands"" appeared to have opposable thumbs and were rather slender and long, very unlike a wolf. The creature looked as though if it stood upright, it would be over 7 feet tall, with a protruding muzzle, broad shoulders, a slender waist, thick, muscular thighs, and being as there was snow on the ground, I couldn't see the feet. He was deep, dark brown in color throughout the body. After several seconds of looking at the creature in shock, the deer ran off. Then, something amazing happened. It looked right at me... As though blaming me for losing his meal. He just sat there, looking at me, and blinking, but not moving. This scared the crap out of me, so I hit the gas pedal and drove off. It was very dark after the movie, so I didn't much feel like trudging through the 3.5 feet of snow, with the possibility of a monster lurking in the area, who is currently looking for a meal that I scared off. So, at about 10am, I went back there and walked down to the tree. Under the tree, there was no snow, so there were no tracks that I could see, but leading up to the tree, there were 3 tracks leading in from my grandmother-in-law's field, which was hard, black dirt, and if you know what a Minnesota field looks like in late winter/early spring, you can't make anything out of the dirt. The tracks I did find were only about 6-7 inches in length, but were clearly K9 prints, with the exception of 4 toe-looking marks in the snow."
Minnesota,MN,St. Louis County,-92.3623921,47.7395106,,"September 1999 - First off, I would like to keep my name confidential; just for the fact that this happened on an Air Force base and I don't know who reads this stuff. This happened sometime in September of 99. I forget the exact date. It was early in the month though. It was between 2 and 3 a.m. I was a Security Forces Airman, working 3rd shift, on base patrol. Now mind you, this is an Air National Guard base that I worked at, full-time. It's on the North side of Duluth MN, next to the International Airport. North to northeast is nothing but large wooded areas. Forest areas. 3rd shift on the base was pretty boring (10 p.m. to 6 a.m.) and us full-timers worked a skeleton crew (usually only 5 - 6 of us, on 3rd shift). I was in the patrol truck, doing my usual rounds; checking doors and fence lines. Late at night, on the north side of the base was usually creepy enough when patrolling by yourself. Anyways; I was on this road, driving towards our baseball field, when my headlights caught a pair of eyes reflecting back at me. They were almost eye level with me, and I was sitting in an F-150. Around this time, a few of the guys had been seeing this huge buck around the property (like a 16 pointer or something around that size). I was about 80 yards or so, when I saw these eyes reflecting back at me. So, I'm thinking it was a big deer. ""I gotta see this thing."" So, I hit the gas and started speeding towards the field. This is where it all happened so fast. It's almost hard to explain. There was a little slope, behind the baseball field. It sloped down, probably about 12 - 15 feet, into a brush line. The brush went about 30 feet, then turned into a thick tree line. The brush was probably armpit high to me and pretty tough to traverse through; being so thick. As I turned into the baseball field and turned the truck towards the thing, I just caught the rear end of the thing leaping down the slope, below the line of sight of my headlights. The thing was no more than about 20 feet ahead of me when it leaped. All I got a look at was the back end of the thing, and it was big! The best I can do to describe it is to say that it was wolf/dog like in nature. It had a long tail (longer than 2 feet). The hind legs looked exactly like that of a dog's; same with the back paws, but the paws were huge. They were bigger than my hands, for sure. The hair/fur was wavy, yet matted and thick. The color was blondish or very light brown. I didn't notice any gray in it, but this all happened within about 2 - 3 seconds. I sat in my patrol truck for a couple of seconds, confused and thinking, ""I know what I saw, but it couldn't have been what I saw."" So, I hopped out, with my flashlight, and M-16 rifle, and walked to the edge of the slope. All I heard was the thing running through the woods in front of me, heading in a northwest direction. And this thing sounded like a moose charging through the trees! It made a lot of noise! That's when I started to get really scared; thinking, ""If this is some sort of wolf or whatever it could be, my M-16 isn't going to do a thing to this animal."" So, I jumped back into my patrol truck as fast as I could and headed back to the S.F. headquarters. I never told any of the other members about this, for fear of ridicule or being called crazy. There is no way I misidentified this thing! I'm a trained observer, an avid hunter and have worked with animal rehabilitation, with the MN DNR, in the past. I know my animals and the North Woods extremely well. I saw exactly what I saw. And that was the back end of a large wolf/dog thing, that basically had its eyes level with mine, while I was in a patrol truck. The back end was definitely much larger than any of the largest deer or black bears I've seen. The points I remember the clearest were the tail and back paws, as well as the texture and color of the hair/fur. This is my story. I have never told it to anyone, in fear of ridicule. I swear it to be the truth!"
Illinois,IL,Woodford County,-89.1705998,40.7128889,,"Date Unknown - I live in rural Illinois and had been experiencing strange noises and activity around my house for a period of a couple months, when one night, at around 4AM, my dog started to act up, like she wanted to go out. So; I went to let her out. Before I did that though, I flipped on the back flood lights and peered out, through the mini blinds, because I had a weird feeling. When I did that, in the back yard, about 75 feet away from me, this.... wolf/dog/man-like thing was standing upright, on two legs, looking at my back door! It had a proportionally huge head, with pointed ears on top and I noticed an amber-colored eye shine. Its head was K9 in appearance, like a German Shepherd or a wolf. It had broad, strong-looking shoulders, with accentuated deltoid muscles. Its torso was sunken in towards the abdomen, like a dog and it had no neck. Because of its massive head, it had an extreme, forward-leaning posture of around 60 degrees. It had thick, accentuated quad muscles in the front of its thighs that angled forward and tapered down to small knees. Below its knees, I could see that its lower legs angled back to hocks, just like a dog has. Because of its hocks, it looked like it could lean back on them, if it wanted to and leap or jump. Also, because of the way its legs looked, I got the impression it could jump and run very well. After a few moments of standing there, looking at my back door, it turned and walked into the cornfield that was behind my property. As it walked into the cornfield, I could still see its head, over the top of the corn stalks, which were around 8 feet tall, at that time. Having such a clear view of it chilled me to the bone! "
Illinois,IL,Christian County,-89.3226954,39.5672183,,"1991 - A friend of mine had moved south, to work with his uncle. Things didn't work out, so he called and wanted to know if I would pick him up, at the bus station, in Springfield. I told him, ""Sure."" The day he came back, his bus wasn't due until 1:30 am. When it showed up, he was starving, so we headed up the road, to Steak and Shake. While we were eating, some girls showed up, after a night of partying. We stayed around and talked with them, for a while. Well, by the time we left, Brian wanted to see if we could swing by one of his old girlfriend's houses, before she went to work. He wanted to see if he could stay with her, for a while. I didn't have anything to do the next day, so I told him that would be fine. She lived in Assumption. To get there, we headed back to Taylorville. Then, instead of heading on to Pana, where I lived, we would cut across, through the country, to get to Assumption. To do this, you have to go out by Bertinetti Lake. At that time, they had just started developing the place, for housing, so it was semi-rural, with woods around the lake and the road we were on. So, here we are driving and just about to cross a bridge, when this huge, canine-type thing comes running out of the woods, to our right. There were good-sized, freshly dug ditches on each side of the highway. This thing jumped from the bottom of the right ditch; cleared the highway, and landed on the backside of the left ditch. Then, it ran into the woods. It happened so fast, I didn't even have time to hit the brakes, before it was already gone. I know, some would say it was just a dog, that surprised us, but we both agreed, it was too big. Besides, I don't know of any dogs that can jump that far. I remember, it had gray and light brown fur. It was very bulky and muscular. It was also on all fours. We decided that we didn't need to hang around the area and sped up. We told our friends, but most just laughed it off. Whatever; we both knew what we saw. Years later, I was looking on the BFRO website. I saw there were two sightings reported, that took place, about a mile to the east, from where our encounter happened. When I first read the woman's report, years ago, she said it took off running, on all fours, and was wolf-like. I see now, someone has changed her story to sound more like a Bigfoot. However; her sighting and another reported after hers say that this was where Highway 48 crosses the south fork of the Sangamon River. Follow the river back east, until you see Lincoln Trail Road. That is the bridge we were at. It seems like it uses the river bottom to stay hidden. Also, there are all kinds of housing additions there, now. I went to their community-wide garage sales there, a few times. It seems as though a lot of cats and dogs go missing in that area. Posters were up everywhere. Well, I know it was a little long winded, but that was my encounter."
Illinois,IL,Cook County,-87.697554,41.7376587,,"Around 1973, my wife was living in Chicago and was about 11 years old, at the time. The area was inner city Chicago; not near the lake or the woods. It was Summer and she was spending the night with her girl cousins, in the basement bedroom of their house. In the early morning hours, around 4:00AM, the dog was growling and woke them up . Those type of basements have windows high on the wall. In one window, my wife saw something looking in. It was difficult to make out exactly what it was, but there was enough light outside from a street light to see the outline and movement of something looking through the window. The 3 girls all screamed, which woke and brought the 2 older boy cousins down, to see what was going on. The girls told them what they had seen and the boys, who had been sleeping in their clothes, ran out to investigate. The rest of this is their own account, which they reported, a short time afterwards. They saw ""someone"" running away and they chased after him. It took them a minute or so to get a good look at who they were chasing, because of the sparse lighting in the area, but they said what they saw looked like a large werewolf. They thought it was someone trying to pull a prank; a man wearing a very realistic werewolf costume; dismissing the possibility that it was real. They lost sight of it and eventually returned. So, that is about it. Knowing what we know now, we both think it must have been a Dogman.? "
Illinois,IL,Elk Grove,-87.9703461,42.0039178,,"Howl/Hit/Sonic Bark? I haphazardly called out to one of these things in a saying ""go ju rah"" salt creek in Elk Grove Illinois and got a harrowing 15 second howl which was a combination of a whistle and a scream July 23 2016 That same day a rock hit The Roof of my 18 foot work truck Shortly after that my neighbors dog was dismantled and placed in a few different garbage cans behind my house A month later I heard what sounded like a bark but from at least a mile away As a kid I frequented the woods around Chicago I remember seeing two very tall 50-70ft oak trees tied together at top in an area where satanists are know to be active. "
Indiana,IN,Indianapolis,-86.158068,39.768403,,On. July 4th. 2012 at 2:00 pm. I saw a dogman cross my path in front of my bicycle. This beast was only 4 feet away from me. The snout was over a foot long. Absolutely. Ferocious teeth. Where we have whites in the eyes this yelliw. The inner part of the eye was green and very piercinabs appearabce. This animals weight i would approximate at about 220 lbs. 
Indiana,IN,Floyd County,-85.8895551,38.2869276,,"I had never heard of Dogmen but I saw one IN TOWN run past the floodgates, down by the river, on my way to the recently opened park that was closed due to floodwaters. It didn’t look like a scary werewolf but more like a weird dog, running on three legs. Its tail was curled up.
I went on a quest to find out what this was because I have never hallucinated and I knew what I had seen. The ones most people are reporting are not exactly like what I saw. However; had it stopped to look at me, I’m sure I would have found him quite a bit more frightening.
 Time: Around 5 PM Date: April of 2015"
Indiana,IN,near Fort Wayne,-85.1393513,41.079273,,"A little background on me and where I live. I live just on the edge of a large city in Northeast Indiana. If you drive a quarter to half mile down the road from me, you will hit cornfields and farms going west and north. I have been in the paranormal community professional for about 10 years and have had my own paranormal team for three—BSR Paranormal--and am interested in all aspects of the paranormal. About 97% of what happens or that we see in photos and video we can debunk, but once in a while you can’t and this is one of the times. On Friday, August 12th, 2016, at around 6:30am, my 8 year old daughter and I were leaving for work and daycare. The sun was barely up so it was kind of sunny, but yet dark and very humid. As usual, we were running behind so I was telling her to hurry and get in the car so I wouldn’t be late for work—we aren’t very quiet in the morning. I told Ariana to go around and get in on the other side while I unlock the car (my key fob fell apart so I have to use the key). She went around the car and came back to the back driver’s door. I asked her why she wasn’t getting in the car and she said “I have to put my blanket in my bag”. I told her, “Ariana, your bag is on the passenger’s side, you didn’t have to come back over here”. I open my car door with my back to my neighbor’s car, I get in, sit down, shut the door, look over at my neighbor’s car, and see this solid black mass moving along the hood of their car. It was about a foot above it and you could tell it extended below it. I did not smell anything nor did I hear anything. When I saw this, I told Ariana, “GET IN THE CAR”. Of course she argued me because she was busy, I told her once again “I SAID GET IN THE CAR NOW”. I knew this was not an apparition, which I would’ve just ignored, and I didn’t have a very good feeling about this. When she did get in the car, she said “Mommy, were you just trying to scare me or did you see Bigfoot?” I said, “No Ariana that wasn’t Bigfoot” and she could tell I wasn’t joking around with her. I didn’t tell her what I saw until later that night when she questioned me again. It really doesn’t bother her or phase her because she’s grown up with me being the field and having experiences herself so she was fine with it. I did try to debunk what I had seen thinking it was her rear view mirror on her car because they're black. In order to see the passenger side mirror, I had to walk into the street and stand in front of her car. Last fall during the blood moon, Ariana and I went outside to see if we could see it and heard a wolf howling. At that time, we live just in front of the woods, about a block from where we are now. There are also coyotes and fox in the area, cornfields, there’s a creek that runs along the woods and the city has a lot of Indian history. "
Indiana,IN,Fort Wayne,-85.1393513,41.079273,,"June 2017 - On Wednesday night around 11:30pm my son's friend called him and said that something was knocking on his window and walking on his porch. He said he had heard howls and screams earlier in the night. We had seen him around 7:30pm, before dark and he headed home and got there around 7:45pm. This started happening between 7:45pm and 11:30pm. The friend calls back and said that it was pushing on his window and still knocking. He kept losing signal, he was using Facetime on his phone. I talked to him and had him turn his bedroom light off, which he did. We did hear knocking a couple of times while we were on the phone with him and my daughter and son also heard howls while on the phone. He said his dog was hiding in the corner and when he left his bedroom, the dog followed with its tail tucked between its legs. All of sudden he says ""it's back, I hear it walking on the porch again!"" I kept telling him to wake his dad up, but he was afraid to. I told him to make sure all the lights were off and his phone didn't give off a glow and slowly peek out the blinds. He did and told me that there was a ""big black, hair shadow on the porch. It looks about 10 feet tall"" He said he wasn't looking out again after dark. I told him to calm down, keep the lights off and try to get some sleep."
